,ID,Reaction,Name,Subsystem,Assigned_Subsystem,Assigned_Top_Category,Match_Score,Match_Keywords
205,H4THDPS,aspsa_c + pyr_c --> 4hthdp_c + h2o_c + h_c,4-hydroxy-tetrahydrodipicolinate synthase,Unassigned,S_Lysine_Metabolism,Amino Acid Metabolism,0.9,lysine_biosynthesis;dipicolinate
206,HIUH,5hiu_m + h2o_m --> 5houdic_m,Hydroxyisourate hydrolase,Unassigned,S_Purine_Metabolism,Nucleotide Metabolism,0.8,purine;urate_degradation
208,HSD17B2r,andrstndn_r + h_r + nadh_r --> nad_r + tststerone_r,17-beta-hydroxysteroid dehydrogenase,Unassigned,S_Fatty_Acid_Metabolism,Fatty Acid and Lipid Metabolism,0.6,steroid;hormone;lipid
217,PHYT3,h2o_c + inoshp_c --> inospp1_c + pi_c,3 phytase,Unassigned,S_Phosphonate_and_phosphinate_metabolism,Metal and Inorganic Metabolism,0.8,phytase;phosphate;inositol
218,PPBNGS_1,2.0 5aop_h + h_h --> 2.0 h2o_h + ppbng_h,Porphobilinogen synthase,Unassigned,S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism,Cofactor and Vitamin Biosynthesis,0.9,porphyrin;heme;tetrapyrrole
222,RE1711C_2,CE1918_c + nad_c --> 5hoxindact_c + h_c + nadh_c,RE1711,Unassigned,S_Aromatic_Compounds_Degradation__Homogentisate_pathway,Aromatic Compound Degradation,0.6,aromatic;oxidoreductase
231,BCDO,caro_c + o2_c --> 2.0 retinal_c,Beta-Carotene dioxygenase,Unassigned,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Cofactor and Vitamin Biosynthesis,0.7,carotene;vitamin_A;dioxygenase
234,CRNCDH,crncoa_c --> ctbtcoa_c + h2o_c,Carnityl-CoA dehydratse,Unassigned,S_Fatty_Acid_Metabolism,Fatty Acid and Lipid Metabolism,0.8,carnitine;fatty_acid_oxidation;CoA
238,HAS2,ha_pre1_e + uacgam_c + udpglcur_c --> 2.0 h_c + ha_e + 2.0 udp_c,Hyaluronan synthase,Unassigned,S_Cell_Envelope_Biosynthesis,Cell Envelope and Wall Biosynthesis,0.7,hyaluronan;glycosaminoglycan;extracellular_matrix
239,DKII,46dh25dohxn_c + h_c + nadh_c --> 2ddglcn_c + nad_c,2 dehydro 3 deoxy D gluconate 5 dehydrogenase,Unassigned,S_Alternate_Carbon,Alternative Carbon Metabolism,0.8,gluconate;sugar_acid;dehydrogenase
248,RHMND,rhmn_c --> h2o_c + lkdr_c,L-rhamnonate dehydratase,Unassigned,S_Alternate_Carbon,Alternative Carbon Metabolism,0.8,rhamnose;sugar_acid;dehydratase
249,UDPGD,h2o_c + 2.0 nad_c + udpg_c --> 3.0 h_c + 2.0 nadh_c + udpglcur_c,UDPglucose 6-dehydrogenase,Unassigned,S_Cell_Envelope_Biosynthesis,Cell Envelope and Wall Biosynthesis,0.8,UDP_glucose;glucuronate;cell_wall
255,GLUN,gln__L_c + h2o_c --> glu__L_c + nh4_c,Glutaminase,Unassigned,S_Glutamate_Metabolism,Amino Acid Metabolism,0.9,glutamine;glutamate;nitrogen
259,DQDH,3dhq_h --> 3dhsk_h + h2o_h,3-deydroquinate dehydratase,Unassigned,S_Phenylalanine_Tyrosine_Tryptophan_Biosynthesis,Amino Acid Metabolism,0.8,aromatic;shikimate_pathway
262,CELASE1,cell4_c + h2o_c --> 2.0 cellb_c,Celluase,Unassigned,S_Cell_Envelope_Biosynthesis__Cellulose_Metabolism,Cell Envelope and Wall Biosynthesis,0.9,cellulose;cellobiose;polysaccharide
271,CYNL,cynt_c + h_c + hco3_c --> cbm_c + co2_c,Cyanate lyase,Unassigned,S_Nitrogen_Metabolism,Nitrogen Metabolism,0.8,cyanate;nitrogen;carbamate
285,GLYCK2,atp_c + glyc__R_c --> 2pg_c + adp_c + h_c,Glycerate kinase,Unassigned,S_Glycine__Serine_and_threonine_metabolism,Amino Acid Metabolism,0.8,glycerate;serine_pathway;kinase
294,GLUK,atp_c + glc__D_c --> adp_c + g6p_B_c + h_c,Glucokinase,Unassigned,S_Glycolysis,Central Carbon Metabolism,0.9,glucose;kinase;glycolysis
301,GLYOX3,h2o_c + mthgxl_c --> h_c + lac__D_c,Glyoxalase III,Unassigned,S_Glyoxylate_and_dicarboxylate_metabolism,Central Carbon Metabolism,0.8,glyoxalase;methylglyoxal;detoxification
302,4HBZR,4hbzcoa_c + fdxr_42_c + 6.0 h_c --> benzcoa_c + fdxo_42_c + h2o_c,4-hydroxybenzoylCoA reducatse,Unassigned,S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway,Aromatic Compound Degradation,0.8,aromatic;benzoyl_CoA;reductase
304,NAD_H2,h_c + nadh_c --> h2_c + nad_c,NAD-linked hydrogenase,Unassigned,S_Oxidative_Phosphorylation,Central Carbon Metabolism,0.7,hydrogenase;NAD;hydrogen
306,INS2D,inost_c + nad_c --> 2ins_c + h_c + nadh_c,Inositol 2-dehydrogenase,Unassigned,S_Alternate_Carbon,Alternative Carbon Metabolism,0.8,inositol;dehydrogenase;cyclitol
334,URIC,2.0 h2o_c + o2_c + urate_c --> alltn_c + co2_c + h2o2_c,Uricase,Unassigned,S_Purine_Metabolism,Nucleotide Metabolism,0.9,urate;purine_degradation;oxidase
345,CMCMSAD,5cmhmsa_c + h2o_c + nad_c --> 5cmhm_c + 2.0 h_c + nadh_c,4 carboxy 2 hydroxymuconate 6 semialdehyde dehydrogenase,Unassigned,S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway,Aromatic Compound Degradation,0.8,aromatic;muconate;beta_ketoadipate
346,OPTCCL,5cohe_c + h_c --> 2hh24dd_c + co2_c,5 carboxy 2 oxohept 3 enedioate decarboxylation,Unassigned,S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway,Aromatic Compound Degradation,0.7,aromatic;decarboxylase;degradation
347,2HH24DDH,2hh24dd_c + h2o_c --> 4h2kpi_c,2hh24dd hydratase,Unassigned,S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway,Aromatic Compound Degradation,0.7,aromatic;hydratase;degradation
348,4H2KPILY,4h2kpi_c --> pyr_c + sucsal_c,4h2kpi Lyase,Unassigned,S_Aromatic_Compounds_Degradation__B_Ketoadipate_pathway,Aromatic Compound Degradation,0.7,aromatic;lyase;degradation
349,ARABD,Lara14lac_c + h_c + nadh_c --> arab__L_c + nad_c,L-ARABINOSE-1-DEHYDROGENASE-RXN,Unassigned,S_Alternate_Carbon,Alternative Carbon Metabolism,0.8,arabinose;dehydrogenase;pentose
350,LARABLN,Lara14lac_c + h2o_c --> Larabnt_c,"L-arabino-1,4-lactonase",Unassigned,S_Alternate_Carbon,Alternative Carbon Metabolism,0.8,arabinose;lactonase;pentose
351,LARABTD,Larabnt_c --> 2d3darabnt_c + h2o_c,L-arabinate dehydratase,Unassigned,S_Alternate_Carbon,Alternative Carbon Metabolism,0.8,arabinose;dehydratase;pentose
356,XYLK,atp_c + xylu__D_c --> adp_c + h_c + xu5p__D_c,Xylulokinase,Unassigned,S_Pentose_Phosphate_Pathway,Central Carbon Metabolism,0.8,xylulose;pentose;kinase
